random_state,metric,model,parameter,value,mean_score,std_dev
5,f1_macro,SVM,max_iter,100000,0.9799498746867169,0.016370858765468226
23,f1_macro,SVM,max_iter,100000,0.9799498746867169,0.016370858765468226
42,f1_macro,SVM,max_iter,100000,0.9799498746867169,0.016370858765468226
5,precision_macro,SVM,C,0.001,0.9200643800643802,0.051589159226396
23,precision_macro,SVM,C,0.001,0.9200643800643802,0.051589159226396
42,precision_macro,SVM,C,0.001,0.9200643800643802,0.051589159226396
5,precision_macro,SVM,C,0.01,0.927965552965553,0.03733114992590795
23,precision_macro,SVM,C,0.01,0.927965552965553,0.03733114992590795
42,precision_macro,SVM,C,0.01,0.927965552965553,0.03733114992590795
5,precision_macro,SVM,C,0.1,0.9757575757575758,0.01212121212121211
23,precision_macro,SVM,C,0.1,0.9757575757575758,0.01212121212121211
42,precision_macro,SVM,C,0.1,0.9757575757575758,0.01212121212121211
5,precision_macro,SVM,C,1.0,0.9818181818181818,0.014845392380504098
23,precision_macro,SVM,C,1,0.9818181818181818,0.014845392380504098
42,precision_macro,SVM,C,1,0.9818181818181818,0.014845392380504098
5,precision_macro,SVM,C,10.0,0.9785547785547785,0.03011958098874239
23,precision_macro,SVM,C,10,0.9785547785547785,0.03011958098874239
42,precision_macro,SVM,C,10,0.9785547785547785,0.03011958098874239
5,precision_macro,SVM,C,100.0,0.9712820512820513,0.03532138534917453
23,precision_macro,SVM,C,100,0.9712820512820513,0.03532138534917453
42,precision_macro,SVM,C,100,0.9712820512820513,0.03532138534917453
5,precision_macro,SVM,C,1000.0,0.9712820512820513,0.03532138534917453
23,precision_macro,SVM,C,1000,0.9712820512820513,0.03532138534917453
42,precision_macro,SVM,C,1000,0.9712820512820513,0.03532138534917453
5,precision_macro,SVM,kernel,linear,0.9818181818181818,0.014845392380504098
23,precision_macro,SVM,kernel,linear,0.9818181818181818,0.014845392380504098
42,precision_macro,SVM,kernel,linear,0.9818181818181818,0.014845392380504098
5,precision_macro,SVM,kernel,poly,0.9818181818181818,0.014845392380504098
23,precision_macro,SVM,kernel,poly,0.9818181818181818,0.014845392380504098
42,precision_macro,SVM,kernel,poly,0.9818181818181818,0.014845392380504098
5,precision_macro,SVM,kernel,rbf,0.9684848484848484,0.0211340554838336
23,precision_macro,SVM,kernel,rbf,0.9684848484848484,0.0211340554838336
42,precision_macro,SVM,kernel,rbf,0.9684848484848484,0.0211340554838336
5,precision_macro,SVM,kernel,sigmoid,0.031842105263157894,0.02471658025750868
23,precision_macro,SVM,kernel,sigmoid,0.031842105263157894,0.02471658025750868
42,precision_macro,SVM,kernel,sigmoid,0.031842105263157894,0.02471658025750868
5,precision_macro,SVM,max_iter,100,0.9818181818181818,0.014845392380504098
23,precision_macro,SVM,max_iter,100,0.9818181818181818,0.014845392380504098
42,precision_macro,SVM,max_iter,100,0.9818181818181818,0.014845392380504098
5,precision_macro,SVM,max_iter,1000,0.9818181818181818,0.014845392380504098
23,precision_macro,SVM,max_iter,1000,0.9818181818181818,0.014845392380504098
42,precision_macro,SVM,max_iter,1000,0.9818181818181818,0.014845392380504098
5,precision_macro,SVM,max_iter,10000,0.9818181818181818,0.014845392380504098
23,precision_macro,SVM,max_iter,10000,0.9818181818181818,0.014845392380504098
42,precision_macro,SVM,max_iter,10000,0.9818181818181818,0.014845392380504098
5,precision_macro,SVM,max_iter,100000,0.9818181818181818,0.014845392380504098
23,precision_macro,SVM,max_iter,100000,0.9818181818181818,0.014845392380504098
42,precision_macro,SVM,max_iter,100000,0.9818181818181818,0.014845392380504098
5,recall_macro,SVM,C,0.001,0.9133333333333334,0.054160256030906385
23,recall_macro,SVM,C,0.001,0.9133333333333334,0.054160256030906385
42,recall_macro,SVM,C,0.001,0.9133333333333334,0.054160256030906385
5,recall_macro,SVM,C,0.01,0.9200000000000002,0.040000000000000015
23,recall_macro,SVM,C,0.01,0.9200000000000002,0.040000000000000015
42,recall_macro,SVM,C,0.01,0.9200000000000002,0.040000000000000015
5,recall_macro,SVM,C,0.1,0.9733333333333334,0.01333333333333333
23,recall_macro,SVM,C,0.1,0.9733333333333334,0.01333333333333333
42,recall_macro,SVM,C,0.1,0.9733333333333334,0.01333333333333333
5,recall_macro,SVM,C,1.0,0.9800000000000001,0.016329931618554516
23,recall_macro,SVM,C,1,0.9800000000000001,0.016329931618554516
42,recall_macro,SVM,C,1,0.9800000000000001,0.016329931618554516
5,recall_macro,SVM,C,10.0,0.9733333333333334,0.038873012632301994
23,recall_macro,SVM,C,10,0.9733333333333334,0.038873012632301994
42,recall_macro,SVM,C,10,0.9733333333333334,0.038873012632301994
5,recall_macro,SVM,C,100.0,0.9666666666666666,0.0421637021355784
23,recall_macro,SVM,C,100,0.9666666666666666,0.0421637021355784
42,recall_macro,SVM,C,100,0.9666666666666666,0.0421637021355784
5,recall_macro,SVM,C,1000.0,0.9666666666666666,0.0421637021355784
23,recall_macro,SVM,C,1000,0.9666666666666666,0.0421637021355784
42,recall_macro,SVM,C,1000,0.9666666666666666,0.0421637021355784
5,recall_macro,SVM,kernel,linear,0.9800000000000001,0.016329931618554516
23,recall_macro,SVM,kernel,linear,0.9800000000000001,0.016329931618554516
42,recall_macro,SVM,kernel,linear,0.9800000000000001,0.016329931618554516
5,recall_macro,SVM,kernel,poly,0.9800000000000001,0.016329931618554516
23,recall_macro,SVM,kernel,poly,0.9800000000000001,0.016329931618554516
42,recall_macro,SVM,kernel,poly,0.9800000000000001,0.016329931618554516
5,recall_macro,SVM,kernel,rbf,0.9666666666666666,0.021081851067789228
23,recall_macro,SVM,kernel,rbf,0.9666666666666666,0.021081851067789228
42,recall_macro,SVM,kernel,rbf,0.9666666666666666,0.021081851067789228
5,recall_macro,SVM,kernel,sigmoid,0.06666666666666667,0.05962847939999439
23,recall_macro,SVM,kernel,sigmoid,0.06666666666666667,0.05962847939999439
42,recall_macro,SVM,kernel,sigmoid,0.06666666666666667,0.05962847939999439
5,recall_macro,SVM,max_iter,100,0.9800000000000001,0.016329931618554516
23,recall_macro,SVM,max_iter,100,0.9800000000000001,0.016329931618554516
42,recall_macro,SVM,max_iter,100,0.9800000000000001,0.016329931618554516
5,recall_macro,SVM,max_iter,1000,0.9800000000000001,0.016329931618554516
23,recall_macro,SVM,max_iter,1000,0.9800000000000001,0.016329931618554516
42,recall_macro,SVM,max_iter,1000,0.9800000000000001,0.016329931618554516
5,recall_macro,SVM,max_iter,10000,0.9800000000000001,0.016329931618554516
23,recall_macro,SVM,max_iter,10000,0.9800000000000001,0.016329931618554516
42,recall_macro,SVM,max_iter,10000,0.9800000000000001,0.016329931618554516
5,recall_macro,SVM,max_iter,100000,0.9800000000000001,0.016329931618554516
23,recall_macro,SVM,max_iter,100000,0.9800000000000001,0.016329931618554516
42,recall_macro,SVM,max_iter,100000,0.9800000000000001,0.016329931618554516
